Trans Date,Remarks,Debit,Credit,Balance
4-Jul-2017,FRESH MARKET,84.96,,26485.59
6-Jul-2017,CHEVRON,47.46,,26438.13
6-Jul-2017,METRO TRANSIT,33.13,,26405.00
6-Jul-2017,ATM WITHDRAWAL,136.40,,26268.60
7-Jul-2017,FRESH MARKET,122.87,,26145.73
7-Jul-2017,LYFT RIDE,46.51,,26099.22
7-Jul-2017,SHELL OIL,21.76,,26077.46
7-Jul-2017,AMAZON.COM,143.40,,25934.06
7-Jul-2017,NETFLIX.COM,58.45,,25875.61
7-Jul-2017,SPOTIFY USA,26.55,,25849.06
9-Jul-2017,WALMART SUPERCENTER,111.50,,25737.56
10-Jul-2017,CVS/PHARMACY,182.59,,25554.97
11-Jul-2017,TRADER JOE'S,104.19,,25450.78
14-Jul-2017,UBER EATS,60.88,,25389.90
14-Jul-2017,DOORDASH*RESTAURANT,73.64,,25316.26
15-Jul-2017,DOORDASH*RESTAURANT,47.47,,25268.79
18-Jul-2017,KROGER #1190,104.56,,25164.23
18-Jul-2017,AIRLINE TICKET,1123.06,,24041.17
19-Jul-2017,ELECTRIC COMPANY,153.29,,23887.88
19-Jul-2017,UBER TRIP,42.70,,23845.18
19-Jul-2017,IKEA,116.44,,23728.74
20-Jul-2017,UBER EATS,44.56,,23684.18
21-Jul-2017,GAS UTILITY,186.45,,23497.73
21-Jul-2017,METRO TRANSIT,71.10,,23426.63
23-Jul-2017,METRO TRANSIT,32.22,,23394.41
24-Jul-2017,LYFT RIDE,44.02,,23350.39
25-Jul-2017,SUSHI HOUSE,50.59,,23299.80
25-Jul-2017,CHEVRON,24.15,,23275.65
25-Jul-2017,TARGET.COM,118.25,,23157.40
25-Jul-2017,NIKE STORE,116.45,,23040.95
26-Jul-2017,DENTAL CARE,187.83,,22853.12
27-Jul-2017,COSTCO WHSE,145.67,,22707.45
29-Jul-2017,COSTCO WHSE,67.00,,22640.45
31-Jul-2017,SPOTIFY USA,28.41,,22612.04
1-Aug-2017,METRO TRANSIT,57.42,,22554.62
2-Aug-2017,UBER EATS,35.72,,22518.90
2-Aug-2017,NETFLIX.COM,38.43,,22480.47
3-Aug-2017,ACH CREDIT EMPLOYER PAYROLL,,5525.29,28005.76
3-Aug-2017,BILL PAY RENT LANDLORD,1407.19,,26598.57
3-Aug-2017,APPLE.COM/BILL,15.70,,26582.87
3-Aug-2017,AMAZON.COM,106.99,,26475.88
4-Aug-2017,HOME DEPOT,27.81,,26448.07
5-Aug-2017,NETFLIX.COM,31.72,,26416.35
6-Aug-2017,UBER TRIP,23.89,,26392.46
8-Aug-2017,KROGER #1190,136.41,,26256.05
9-Aug-2017,STARBUCKS STORE,73.13,,26182.92
10-Aug-2017,SHELL OIL,51.15,,26131.77
10-Aug-2017,DENTAL CARE,127.56,,26004.21
11-Aug-2017,EZ PASS TOLL,25.29,,25978.92
11-Aug-2017,STEAM GAMES,54.69,,25924.23
13-Aug-2017,SUSHI HOUSE,56.49,,25867.74
14-Aug-2017,WALMART SUPERCENTER,131.04,,25736.70
16-Aug-2017,ACH CREDIT FREELANCE,,1014.90,26751.60
16-Aug-2017,AIRBNB *STAY,1030.88,,25720.72
19-Aug-2017,GAS UTILITY,193.22,,25527.50
19-Aug-2017,COSTCO WHSE,61.56,,25465.94
19-Aug-2017,DOORDASH*RESTAURANT,32.99,,25432.95
19-Aug-2017,METRO TRANSIT,20.68,,25412.27
19-Aug-2017,HOME DEPOT,104.97,,25307.30
20-Aug-2017,COSTCO WHSE,141.22,,25166.08
20-Aug-2017,CHIPOTLE ONLINE,80.14,,25085.94
22-Aug-2017,CITY WATER BILL,110.57,,24975.37
22-Aug-2017,LOCAL BISTRO,39.26,,24936.11
22-Aug-2017,PARKING GARAGE,59.64,,24876.47
23-Aug-2017,LYFT RIDE,20.18,,24856.29
24-Aug-2017,PIZZA HUT,84.37,,24771.92
24-Aug-2017,SUSHI HOUSE,79.73,,24692.19
24-Aug-2017,MCDONALD'S,9.99,,24682.20
24-Aug-2017,METRO TRANSIT,24.47,,24657.73
27-Aug-2017,APPLE.COM/BILL,103.01,,24554.72
27-Aug-2017,PLANET FITNESS,103.34,,24451.38
28-Aug-2017,SHELL OIL,23.64,,24427.74
29-Aug-2017,KROGER #1190,56.94,,24370.80
30-Aug-2017,ALDI 729,117.11,,24253.69
31-Aug-2017,TRADER JOE'S,119.59,,24134.10
31-Aug-2017,LOCAL BISTRO,12.06,,24122.04
1-Sep-2017,APPLE.COM/BILL,156.31,,23965.73
3-Sep-2017,ACH CREDIT EMPLOYER PAYROLL,,5466.56,29432.29
3-Sep-2017,BILL PAY RENT LANDLORD,1396.67,,28035.62
3-Sep-2017,DENTAL CARE,165.34,,27870.28
4-Sep-2017,KROGER #1190,75.50,,27794.78
4-Sep-2017,NETFLIX.COM,51.41,,27743.37
5-Sep-2017,ALDI 729,153.82,,27589.55
5-Sep-2017,CHEVRON,57.71,,27531.84
6-Sep-2017,ALDI 729,103.65,,27428.19
6-Sep-2017,CHIPOTLE ONLINE,15.43,,27412.76
7-Sep-2017,PARKING GARAGE,56.56,,27356.20
7-Sep-2017,CHEVRON,5.35,,27350.85
8-Sep-2017,ALDI 729,36.33,,27314.52
9-Sep-2017,MCDONALD'S,43.10,,27271.42
9-Sep-2017,AMAZON MKTP,49.21,,27222.21
10-Sep-2017,UBER EATS,65.85,,27156.36
10-Sep-2017,CITY MEDICAL CLINIC,102.64,,27053.72
11-Sep-2017,ELECTRIC COMPANY,84.56,,26969.16
11-Sep-2017,KROGER #1190,29.19,,26939.97
11-Sep-2017,CHIPOTLE ONLINE,14.46,,26925.51
11-Sep-2017,STARBUCKS STORE,42.55,,26882.96
12-Sep-2017,CITY WATER BILL,168.34,,26714.62
14-Sep-2017,AMC THEATRES,57.07,,26657.55
16-Sep-2017,ZELLE FROM CLIENT,,1130.16,27787.71
17-Sep-2017,COSTCO WHSE,135.81,,27651.90
17-Sep-2017,EZ PASS TOLL,14.29,,27637.61
18-Sep-2017,PIZZA HUT,81.32,,27556.29
18-Sep-2017,EZ PASS TOLL,39.54,,27516.75
18-Sep-2017,APPLE.COM/BILL,36.84,,27479.91
19-Sep-2017,STARBUCKS STORE,81.23,,27398.68
20-Sep-2017,CITY WATER BILL,80.97,,27317.71
20-Sep-2017,CVS/PHARMACY,53.17,,27264.54
22-Sep-2017,STARBUCKS STORE,43.17,,27221.37
25-Sep-2017,PIZZA HUT,17.59,,27203.78
25-Sep-2017,CHEVRON,62.15,,27141.63
27-Sep-2017,LYFT RIDE,67.94,,27073.69
27-Sep-2017,STEAM GAMES,55.48,,27018.21
28-Sep-2017,APPLE.COM/BILL,196.57,,26821.64
29-Sep-2017,DOORDASH*RESTAURANT,9.96,,26811.68
30-Sep-2017,METRO TRANSIT,63.68,,26748.00
3-Oct-2017,ACH CREDIT EMPLOYER PAYROLL,,5658.62,32406.62
3-Oct-2017,BILL PAY RENT LANDLORD,1395.74,,31010.88
3-Oct-2017,LOCAL BISTRO,39.54,,30971.34
3-Oct-2017,PARKING GARAGE,30.00,,30941.34
8-Oct-2017,DOORDASH*RESTAURANT,55.37,,30885.97
8-Oct-2017,CHEVRON,40.94,,30845.03
8-Oct-2017,AMAZON MKTP,196.95,,30648.08
9-Oct-2017,PARKING GARAGE,71.41,,30576.67
10-Oct-2017,ELECTRIC COMPANY,71.83,,30504.84
10-Oct-2017,KROGER #1190,129.61,,30375.23
10-Oct-2017,METRO TRANSIT,5.93,,30369.30
10-Oct-2017,CHEVRON,71.89,,30297.41
10-Oct-2017,AMC THEATRES,22.65,,30274.76
11-Oct-2017,WALMART SUPERCENTER,19.42,,30255.34
11-Oct-2017,LOCAL BISTRO,32.98,,30222.36
13-Oct-2017,NIKE STORE,115.46,,30106.90
15-Oct-2017,UBER EATS,29.89,,30077.01
17-Oct-2017,VERIZON WIRELESS,156.46,,29920.55
17-Oct-2017,HOME DEPOT,70.92,,29849.63
18-Oct-2017,WHOLE FOODS #4821,115.32,,29734.31
21-Oct-2017,MCDONALD'S,72.29,,29662.02
22-Oct-2017,LYFT RIDE,23.93,,29638.09
23-Oct-2017,AMAZON.COM,196.36,,29441.73
24-Oct-2017,SHELL OIL,50.86,,29390.87
25-Oct-2017,AMAZON MKTP,106.16,,29284.71
25-Oct-2017,PLANET FITNESS,47.95,,29236.76
26-Oct-2017,GAS UTILITY,110.92,,29125.84
27-Oct-2017,ALDI 729,37.25,,29088.59
27-Oct-2017,COSTCO WHSE,151.82,,28936.77
27-Oct-2017,SHELL OIL,66.85,,28869.92
28-Oct-2017,LYFT RIDE,9.53,,28860.39
28-Oct-2017,SHELL OIL,17.41,,28842.98
29-Oct-2017,FRESH MARKET,98.44,,28744.54
29-Oct-2017,NETFLIX.COM,58.80,,28685.74
30-Oct-2017,FRESH MARKET,87.77,,28597.97
31-Oct-2017,CHEVRON,46.37,,28551.60
1-Nov-2017,WALMART SUPERCENTER,29.49,,28522.11
2-Nov-2017,ACH CREDIT EMPLOYER PAYROLL,,5467.77,33989.88
3-Nov-2017,BILL PAY RENT LANDLORD,1402.29,,32587.59
3-Nov-2017,STARBUCKS STORE,8.39,,32579.20
6-Nov-2017,GAS UTILITY,105.14,,32474.06
6-Nov-2017,BEST BUY,196.57,,32277.49
7-Nov-2017,WALMART SUPERCENTER,128.93,,32148.56
7-Nov-2017,MCDONALD'S,67.24,,32081.32
7-Nov-2017,TARGET.COM,171.16,,31910.16
8-Nov-2017,CITY WATER BILL,62.64,,31847.52
8-Nov-2017,EZ PASS TOLL,32.79,,31814.73
9-Nov-2017,HOME DEPOT,276.16,,31538.57
9-Nov-2017,STEAM GAMES,29.42,,31509.15
9-Nov-2017,AMC THEATRES,27.26,,31481.89
9-Nov-2017,NETFLIX.COM,54.13,,31427.76
10-Nov-2017,CHIPOTLE ONLINE,38.37,,31389.39
11-Nov-2017,SHELL OIL,20.49,,31368.90
12-Nov-2017,VENMO CASHOUT,,981.42,32350.32
12-Nov-2017,TRADER JOE'S,126.14,,32224.18
13-Nov-2017,STARBUCKS STORE,30.14,,32194.04
13-Nov-2017,ETSY.COM,110.35,,32083.69
14-Nov-2017,EZ PASS TOLL,24.36,,32059.33
14-Nov-2017,TARGET.COM,117.54,,31941.79
15-Nov-2017,BEST BUY,158.15,,31783.64
16-Nov-2017,CHEVRON,5.74,,31777.90
17-Nov-2017,BEST BUY,231.06,,31546.84
18-Nov-2017,ALDI 729,58.22,,31488.62
18-Nov-2017,DOORDASH*RESTAURANT,75.71,,31412.91
18-Nov-2017,WALGREENS,204.51,,31208.40
19-Nov-2017,CHEVRON,33.38,,31175.02
20-Nov-2017,ALDI 729,82.79,,31092.23
20-Nov-2017,METRO TRANSIT,23.94,,31068.29
21-Nov-2017,SUSHI HOUSE,55.39,,31012.90
21-Nov-2017,METRO TRANSIT,49.79,,30963.11
21-Nov-2017,HOME DEPOT,218.69,,30744.42
21-Nov-2017,DISNEYPLUS,35.67,,30708.75
22-Nov-2017,CITY MEDICAL CLINIC,43.34,,30665.41
22-Nov-2017,ETSY.COM,74.36,,30591.05
23-Nov-2017,TRADER JOE'S,77.46,,30513.59
23-Nov-2017,TARGET.COM,147.99,,30365.60
24-Nov-2017,COSTCO WHSE,31.85,,30333.75
24-Nov-2017,SUSHI HOUSE,64.06,,30269.69
24-Nov-2017,CHEVRON,32.48,,30237.21
24-Nov-2017,HOME DEPOT,264.85,,29972.36
24-Nov-2017,DENTAL CARE,155.04,,29817.32
26-Nov-2017,SHELL OIL,41.77,,29775.55
26-Nov-2017,TARGET.COM,184.52,,29591.03
29-Nov-2017,SHELL OIL,30.23,,29560.80
30-Nov-2017,BEST BUY,67.05,,29493.75
1-Dec-2017,ACH CREDIT EMPLOYER PAYROLL,,5487.22,34980.97
1-Dec-2017,TRADER JOE'S,144.68,,34836.29
2-Dec-2017,CHIPOTLE ONLINE,22.13,,34814.16
3-Dec-2017,BILL PAY RENT LANDLORD,1414.25,,33399.91
3-Dec-2017,CHEVRON,38.14,,33361.77
4-Dec-2017,MCDONALD'S,74.05,,33287.72
4-Dec-2017,DENTAL CARE,183.18,,33104.54
5-Dec-2017,ALDI 729,137.42,,32967.12
5-Dec-2017,NETFLIX.COM,24.58,,32942.54
6-Dec-2017,SHELL OIL,4.42,,32938.12
6-Dec-2017,METRO TRANSIT,18.60,,32919.52
6-Dec-2017,AMAZON.COM,172.61,,32746.91
7-Dec-2017,SHELL OIL,37.55,,32709.36
9-Dec-2017,FRESH MARKET,30.90,,32678.46
9-Dec-2017,DOORDASH*RESTAURANT,73.76,,32604.70
9-Dec-2017,SUSHI HOUSE,13.87,,32590.83
9-Dec-2017,IKEA,33.06,,32557.77
10-Dec-2017,WHOLE FOODS #4821,128.72,,32429.05
10-Dec-2017,CHEVRON,63.62,,32365.43
11-Dec-2017,DISNEYPLUS,36.66,,32328.77
12-Dec-2017,WALGREENS,91.07,,32237.70
13-Dec-2017,ALDI 729,58.01,,32179.69
13-Dec-2017,IKEA,177.96,,32001.73
14-Dec-2017,DOORDASH*RESTAURANT,69.16,,31932.57
16-Dec-2017,SPOTIFY USA,59.64,,31872.93
17-Dec-2017,DOORDASH*RESTAURANT,61.85,,31811.08
17-Dec-2017,CHEVRON,18.46,,31792.62
18-Dec-2017,ACH CREDIT YEAR END BONUS,,2367.56,34160.18
18-Dec-2017,COSTCO WHSE,54.58,,34105.60
18-Dec-2017,ALDI 729,82.72,,34022.88
19-Dec-2017,CHEVRON,39.47,,33983.41
19-Dec-2017,STEAM GAMES,41.23,,33942.18
20-Dec-2017,METRO TRANSIT,69.55,,33872.63
21-Dec-2017,IKEA,126.61,,33746.02
24-Dec-2017,COMCAST CABLE,91.39,,33654.63
24-Dec-2017,GAS UTILITY,182.11,,33472.52
24-Dec-2017,STARBUCKS STORE,37.84,,33434.68
27-Dec-2017,TICKETMASTER,34.49,,33400.19
28-Dec-2017,TRADER JOE'S,112.84,,33287.35
28-Dec-2017,PARKING GARAGE,43.90,,33243.45
30-Dec-2017,SUSHI HOUSE,84.81,,33158.64
31-Dec-2017,MCDONALD'S,7.94,,33150.70
1-Jan-2018,PIZZA HUT,49.89,,33100.81
2-Jan-2018,DENTAL CARE,169.01,,32931.80
3-Jan-2018,ACH CREDIT EMPLOYER PAYROLL,,5763.50,38695.30
3-Jan-2018,BILL PAY RENT LANDLORD,1438.68,,37256.62
3-Jan-2018,PARKING GARAGE,62.54,,37194.08
3-Jan-2018,EZ PASS TOLL,33.04,,37161.04
3-Jan-2018,NIKE STORE,118.87,,37042.17
4-Jan-2018,MCDONALD'S,80.90,,36961.27
5-Jan-2018,GAS UTILITY,125.14,,36836.13
5-Jan-2018,LYFT RIDE,48.48,,36787.65
6-Jan-2018,UBER EATS,24.35,,36763.30
6-Jan-2018,STEAM GAMES,40.85,,36722.45
7-Jan-2018,DOORDASH*RESTAURANT,52.29,,36670.16
8-Jan-2018,KROGER #1190,86.21,,36583.95
8-Jan-2018,IKEA,135.23,,36448.72
8-Jan-2018,WALGREENS,32.10,,36416.62
11-Jan-2018,ALDI 729,80.79,,36335.83
11-Jan-2018,UBER TRIP,38.93,,36296.90
12-Jan-2018,SHELL OIL,57.16,,36239.74
14-Jan-2018,WALMART SUPERCENTER,140.31,,36099.43
15-Jan-2018,LOCAL BISTRO,18.44,,36080.99
15-Jan-2018,STEAM GAMES,60.79,,36020.20
15-Jan-2018,INSURANCE ANNUAL PREMIUM,950.77,,35069.43
18-Jan-2018,UBER TRIP,66.63,,35002.80
18-Jan-2018,SHELL OIL,63.30,,34939.50
19-Jan-2018,PLANET FITNESS,14.72,,34924.78
20-Jan-2018,NIKE STORE,197.32,,34727.46
21-Jan-2018,ELECTRIC COMPANY,128.85,,34598.61
25-Jan-2018,COSTCO WHSE,23.64,,34574.97
25-Jan-2018,AMC THEATRES,29.47,,34545.50
26-Jan-2018,KROGER #1190,126.96,,34418.54
26-Jan-2018,ATM WITHDRAWAL,47.91,,34370.63
27-Jan-2018,MCDONALD'S,54.45,,34316.18
27-Jan-2018,METRO TRANSIT,30.97,,34285.21
27-Jan-2018,UBER TRIP,19.33,,34265.88
28-Jan-2018,TRADER JOE'S,150.07,,34115.81
28-Jan-2018,SUSHI HOUSE,49.27,,34066.54
28-Jan-2018,EZ PASS TOLL,11.63,,34054.91
29-Jan-2018,NETFLIX.COM,42.30,,34012.61
31-Jan-2018,WALMART SUPERCENTER,114.36,,33898.25
31-Jan-2018,STARBUCKS STORE,51.77,,33846.48
31-Jan-2018,TICKETMASTER,29.94,,33816.54
1-Feb-2018,PLANET FITNESS,118.27,,33698.27
2-Feb-2018,UBER TRIP,19.73,,33678.54
2-Feb-2018,APPLE.COM/BILL,183.98,,33494.56
3-Feb-2018,ACH CREDIT EMPLOYER PAYROLL,,5686.76,39181.32
3-Feb-2018,BILL PAY RENT LANDLORD,1453.05,,37728.27
3-Feb-2018,DOORDASH*RESTAURANT,49.66,,37678.61
3-Feb-2018,EZ PASS TOLL,54.24,,37624.37
3-Feb-2018,CHEVRON,30.08,,37594.29
4-Feb-2018,TRADER JOE'S,22.41,,37571.88
4-Feb-2018,PARKING GARAGE,39.21,,37532.67
4-Feb-2018,STEAM GAMES,64.46,,37468.21
5-Feb-2018,SHELL OIL,58.46,,37409.75
6-Feb-2018,KROGER #1190,113.10,,37296.65
6-Feb-2018,MCDONALD'S,72.68,,37223.97
7-Feb-2018,WALMART SUPERCENTER,39.86,,37184.11
7-Feb-2018,LOCAL BISTRO,62.80,,37121.31
8-Feb-2018,MCDONALD'S,68.01,,37053.30
8-Feb-2018,SUSHI HOUSE,15.88,,37037.42
10-Feb-2018,SHELL OIL,52.07,,36985.35
13-Feb-2018,AMAZON MKTP,196.22,,36789.13
15-Feb-2018,MCDONALD'S,40.24,,36748.89
16-Feb-2018,WALMART SUPERCENTER,25.68,,36723.21
18-Feb-2018,DISNEYPLUS,61.17,,36662.04
19-Feb-2018,ELECTRIC COMPANY,169.94,,36492.10
19-Feb-2018,STARBUCKS STORE,44.62,,36447.48
20-Feb-2018,ELECTRIC COMPANY,119.31,,36328.17
20-Feb-2018,VERIZON WIRELESS,43.73,,36284.44
20-Feb-2018,TRADER JOE'S,159.77,,36124.67
20-Feb-2018,IKEA,40.59,,36084.08
20-Feb-2018,CVS/PHARMACY,30.00,,36054.08
22-Feb-2018,METRO TRANSIT,36.78,,36017.30
23-Feb-2018,KROGER #1190,159.82,,35857.48
24-Feb-2018,FRESH MARKET,55.22,,35802.26
25-Feb-2018,LYFT RIDE,47.11,,35755.15
27-Feb-2018,HOME DEPOT,138.48,,35616.67
28-Feb-2018,LYFT RIDE,30.86,,35585.81
28-Feb-2018,PARKING GARAGE,5.77,,35580.04
1-Mar-2018,LYFT RIDE,20.67,,35559.37
1-Mar-2018,SHELL OIL,16.35,,35543.02
2-Mar-2018,CVS/PHARMACY,112.64,,35430.38
3-Mar-2018,ACH CREDIT EMPLOYER PAYROLL,,5714.04,41144.42
3-Mar-2018,BILL PAY RENT LANDLORD,1443.93,,39700.49
4-Mar-2018,CITY MEDICAL CLINIC,139.59,,39560.90
5-Mar-2018,PARKING GARAGE,27.36,,39533.54
7-Mar-2018,WHOLE FOODS #4821,18.33,,39515.21
7-Mar-2018,DISNEYPLUS,18.40,,39496.81
8-Mar-2018,WALMART SUPERCENTER,70.09,,39426.72
8-Mar-2018,LYFT RIDE,10.75,,39415.97
9-Mar-2018,LOCAL BISTRO,6.14,,39409.83
10-Mar-2018,EZ PASS TOLL,59.39,,39350.44
13-Mar-2018,KROGER #1190,107.60,,39242.84
13-Mar-2018,LOCAL BISTRO,59.92,,39182.92
14-Mar-2018,PIZZA HUT,63.46,,39119.46
14-Mar-2018,EZ PASS TOLL,49.99,,39069.47
15-Mar-2018,ELECTRIC COMPANY,73.54,,38995.93
15-Mar-2018,EZ PASS TOLL,46.39,,38949.54
16-Mar-2018,IKEA,267.31,,38682.23
16-Mar-2018,ZELLE TO FRIEND,251.09,,38431.14
17-Mar-2018,COMCAST CABLE,90.15,,38340.99
17-Mar-2018,SUSHI HOUSE,71.18,,38269.81
18-Mar-2018,ALDI 729,26.87,,38242.94
18-Mar-2018,EZ PASS TOLL,53.75,,38189.19
18-Mar-2018,APPLE.COM/BILL,235.51,,37953.68
19-Mar-2018,WALMART SUPERCENTER,45.32,,37908.36
20-Mar-2018,LOCAL BISTRO,32.53,,37875.83
20-Mar-2018,METRO TRANSIT,16.33,,37859.50
20-Mar-2018,NETFLIX.COM,34.31,,37825.19
21-Mar-2018,LYFT RIDE,63.68,,37761.51
22-Mar-2018,DOORDASH*RESTAURANT,12.92,,37748.59
23-Mar-2018,EZ PASS TOLL,20.73,,37727.86
24-Mar-2018,UBER EATS,41.77,,37686.09
29-Mar-2018,PARKING GARAGE,11.31,,37674.78
29-Mar-2018,LYFT RIDE,61.14,,37613.64
30-Mar-2018,IKEA,119.77,,37493.87
31-Mar-2018,FRESH MARKET,71.74,,37422.13
1-Apr-2018,ACH CREDIT EMPLOYER PAYROLL,,5901.24,43323.37
1-Apr-2018,FRESH MARKET,120.92,,43202.45
1-Apr-2018,SHELL OIL,34.83,,43167.62
1-Apr-2018,EZ PASS TOLL,71.29,,43096.33
3-Apr-2018,BILL PAY RENT LANDLORD,1425.15,,41671.18
3-Apr-2018,EZ PASS TOLL,23.37,,41647.81
5-Apr-2018,GAS UTILITY,166.84,,41480.97
5-Apr-2018,MCDONALD'S,35.31,,41445.66
5-Apr-2018,SUSHI HOUSE,59.79,,41385.87
7-Apr-2018,FRESH MARKET,38.61,,41347.26
8-Apr-2018,WHOLE FOODS #4821,45.41,,41301.85
8-Apr-2018,DOORDASH*RESTAURANT,30.66,,41271.19
8-Apr-2018,PIZZA HUT,31.48,,41239.71
10-Apr-2018,TARGET.COM,33.20,,41206.51
10-Apr-2018,AMC THEATRES,25.62,,41180.89
11-Apr-2018,PAYPAL TRANSFER,,725.34,41906.23
11-Apr-2018,LYFT RIDE,20.03,,41886.20
13-Apr-2018,IRS USATAXPYMT,776.61,,41109.59
14-Apr-2018,EZ PASS TOLL,68.46,,41041.13
16-Apr-2018,SHELL OIL,67.20,,40973.93
18-Apr-2018,MCDONALD'S,36.60,,40937.33
19-Apr-2018,SHELL OIL,24.30,,40913.03
21-Apr-2018,PIZZA HUT,72.45,,40840.58
21-Apr-2018,AMAZON MKTP,143.17,,40697.41
21-Apr-2018,TARGET.COM,29.04,,40668.37
22-Apr-2018,PIZZA HUT,58.77,,40609.60
22-Apr-2018,SHELL OIL,18.33,,40591.27
22-Apr-2018,AMAZON.COM,130.31,,40460.96
22-Apr-2018,ZELLE TO FRIEND,130.41,,40330.55
23-Apr-2018,VERIZON WIRELESS,37.68,,40292.87
23-Apr-2018,WHOLE FOODS #4821,65.70,,40227.17
23-Apr-2018,AMAZON MKTP,173.79,,40053.38
24-Apr-2018,SHELL OIL,64.97,,39988.41
25-Apr-2018,LOCAL BISTRO,16.53,,39971.88
27-Apr-2018,TRADER JOE'S,79.03,,39892.85
27-Apr-2018,DENTAL CARE,20.73,,39872.12
28-Apr-2018,TRADER JOE'S,97.44,,39774.68
28-Apr-2018,SUSHI HOUSE,58.21,,39716.47
29-Apr-2018,COSTCO WHSE,47.10,,39669.37
29-Apr-2018,SHELL OIL,28.71,,39640.66
29-Apr-2018,CVS/PHARMACY,58.80,,39581.86
29-Apr-2018,TICKETMASTER,44.78,,39537.08
30-Apr-2018,WALMART SUPERCENTER,136.87,,39400.21
30-Apr-2018,PARKING GARAGE,20.11,,39380.10
30-Apr-2018,METRO TRANSIT,68.61,,39311.49
1-May-2018,CHEVRON,70.56,,39240.93
2-May-2018,ACH CREDIT EMPLOYER PAYROLL,,5600.15,44841.08
2-May-2018,TRADER JOE'S,118.39,,44722.69
2-May-2018,AMC THEATRES,56.76,,44665.93
3-May-2018,BILL PAY RENT LANDLORD,1426.54,,43239.39
3-May-2018,ALDI 729,88.55,,43150.84
3-May-2018,SHELL OIL,66.91,,43083.93
3-May-2018,NETFLIX.COM,46.80,,43037.13
4-May-2018,UBER EATS,17.17,,43019.96
5-May-2018,METRO TRANSIT,52.46,,42967.50
6-May-2018,GAS UTILITY,82.52,,42884.98
6-May-2018,VERIZON WIRELESS,79.31,,42805.67
6-May-2018,NIKE STORE,19.58,,42786.09
7-May-2018,CHEVRON,71.51,,42714.58
7-May-2018,SPOTIFY USA,36.14,,42678.44
8-May-2018,LOCAL BISTRO,21.59,,42656.85
10-May-2018,NIKE STORE,62.10,,42594.75
13-May-2018,IKEA,170.98,,42423.77
14-May-2018,MCDONALD'S,18.21,,42405.56
15-May-2018,ELECTRIC COMPANY,65.74,,42339.82
16-May-2018,AMAZON MKTP,261.50,,42078.32
17-May-2018,FRESH MARKET,143.65,,41934.67
18-May-2018,BEST BUY,68.12,,41866.55
19-May-2018,SHELL OIL,51.20,,41815.35
21-May-2018,KROGER #1190,151.57,,41663.78
21-May-2018,PARKING GARAGE,15.65,,41648.13
21-May-2018,EZ PASS TOLL,7.26,,41640.87
21-May-2018,BEST BUY,71.59,,41569.28
21-May-2018,AMAZON MKTP,250.78,,41318.50
21-May-2018,NETFLIX.COM,33.03,,41285.47
22-May-2018,WHOLE FOODS #4821,62.65,,41222.82
23-May-2018,KROGER #1190,55.94,,41166.88
24-May-2018,ALDI 729,102.03,,41064.85
25-May-2018,MCDONALD'S,54.58,,41010.27
25-May-2018,CHIPOTLE ONLINE,28.10,,40982.17
25-May-2018,METRO TRANSIT,43.79,,40938.38
25-May-2018,PLANET FITNESS,100.46,,40837.92
26-May-2018,METRO TRANSIT,21.23,,40816.69
28-May-2018,FRESH MARKET,45.10,,40771.59
28-May-2018,FRESH MARKET,144.70,,40626.89
28-May-2018,CHIPOTLE ONLINE,13.48,,40613.41
29-May-2018,CITY MEDICAL CLINIC,47.35,,40566.06
30-May-2018,WHOLE FOODS #4821,116.60,,40449.46
31-May-2018,SUSHI HOUSE,46.81,,40402.65
31-May-2018,PARKING GARAGE,58.66,,40343.99
1-Jun-2018,ACH CREDIT EMPLOYER PAYROLL,,5672.23,46016.22
3-Jun-2018,BILL PAY RENT LANDLORD,1434.71,,44581.51
3-Jun-2018,EZ PASS TOLL,39.77,,44541.74
3-Jun-2018,NETFLIX.COM,57.76,,44483.98
5-Jun-2018,VERIZON WIRELESS,170.50,,44313.48
5-Jun-2018,EZ PASS TOLL,37.25,,44276.23
6-Jun-2018,AMC THEATRES,58.34,,44217.89
7-Jun-2018,LOCAL BISTRO,63.52,,44154.37
8-Jun-2018,PARKING GARAGE,58.82,,44095.55
9-Jun-2018,WHOLE FOODS #4821,111.69,,43983.86
10-Jun-2018,EZ PASS TOLL,49.96,,43933.90
10-Jun-2018,METRO TRANSIT,22.30,,43911.60
12-Jun-2018,TRADER JOE'S,21.94,,43889.66
12-Jun-2018,TARGET.COM,84.25,,43805.41
14-Jun-2018,DOORDASH*RESTAURANT,73.87,,43731.54
14-Jun-2018,LOCAL BISTRO,51.14,,43680.40
14-Jun-2018,DISNEYPLUS,42.59,,43637.81
16-Jun-2018,COSTCO WHSE,140.85,,43496.96
16-Jun-2018,DOORDASH*RESTAURANT,34.27,,43462.69
16-Jun-2018,HOME DEPOT,183.48,,43279.21
18-Jun-2018,EZ PASS TOLL,11.56,,43267.65
20-Jun-2018,COSTCO WHSE,48.58,,43219.07
20-Jun-2018,LOCAL BISTRO,66.35,,43152.72
21-Jun-2018,TRADER JOE'S,155.21,,42997.51
22-Jun-2018,UBER TRIP,64.74,,42932.77
22-Jun-2018,AMAZON MKTP,62.33,,42870.44
24-Jun-2018,PARKING GARAGE,4.23,,42866.21
24-Jun-2018,NIKE STORE,71.44,,42794.77
24-Jun-2018,DENTAL CARE,29.75,,42765.02
