Date,Description,Debit,Credit,Balance
2017-07-31,SPOTIFY USA,28.41,,22612.04
2017-08-01,METRO TRANSIT,57.42,,22554.62
2017-08-02,UBER EATS,35.72,,22518.90
2017-08-02,NETFLIX.COM,38.43,,22480.47
2017-08-03,ACH CREDIT EMPLOYER PAYROLL,,5525.29,28005.76
2017-08-03,BILL PAY RENT LANDLORD,1407.19,,26598.57
2017-08-03,APPLE.COM/BILL,15.70,,26582.87
2017-08-03,AMAZON.COM,106.99,,26475.88
2017-08-04,HOME DEPOT,27.81,,26448.07
2017-08-05,NETFLIX.COM,31.72,,26416.35
2017-08-06,UBER TRIP,23.89,,26392.46
2017-08-08,KROGER #1190,136.41,,26256.05
2017-08-09,STARBUCKS STORE,73.13,,26182.92
2017-08-10,SHELL OIL,51.15,,26131.77
2017-08-10,DENTAL CARE,127.56,,26004.21
2017-08-11,EZ PASS TOLL,25.29,,25978.92
2017-08-11,STEAM GAMES,54.69,,25924.23
2017-08-13,SUSHI HOUSE,56.49,,25867.74
2017-08-14,WALMART SUPERCENTER,131.04,,25736.70
2017-08-16,ACH CREDIT FREELANCE,,1014.90,26751.60
2017-08-16,AIRBNB *STAY,1030.88,,25720.72
2017-08-19,GAS UTILITY,193.22,,25527.50
2017-08-19,COSTCO WHSE,61.56,,25465.94
2017-08-19,DOORDASH*RESTAURANT,32.99,,25432.95
2017-08-19,METRO TRANSIT,20.68,,25412.27
2017-08-19,HOME DEPOT,104.97,,25307.30
2017-08-20,COSTCO WHSE,141.22,,25166.08
2017-08-20,CHIPOTLE ONLINE,80.14,,25085.94
2017-08-22,CITY WATER BILL,110.57,,24975.37
2017-08-22,LOCAL BISTRO,39.26,,24936.11
2017-08-22,PARKING GARAGE,59.64,,24876.47
2017-08-23,LYFT RIDE,20.18,,24856.29
2017-08-24,PIZZA HUT,84.37,,24771.92
2017-08-24,SUSHI HOUSE,79.73,,24692.19
2017-08-24,MCDONALD'S,9.99,,24682.20
2017-08-24,METRO TRANSIT,24.47,,24657.73
2017-08-27,APPLE.COM/BILL,103.01,,24554.72
2017-08-27,PLANET FITNESS,103.34,,24451.38
2017-08-28,SHELL OIL,23.64,,24427.74
2017-08-29,KROGER #1190,56.94,,24370.80
2017-08-30,ALDI 729,117.11,,24253.69
2017-08-31,TRADER JOE'S,119.59,,24134.10
2017-08-31,LOCAL BISTRO,12.06,,24122.04
2017-09-01,APPLE.COM/BILL,156.31,,23965.73
2017-09-03,ACH CREDIT EMPLOYER PAYROLL,,5466.56,29432.29
2017-09-03,BILL PAY RENT LANDLORD,1396.67,,28035.62
2017-09-03,DENTAL CARE,165.34,,27870.28
2017-09-04,KROGER #1190,75.50,,27794.78
2017-09-04,NETFLIX.COM,51.41,,27743.37
2017-09-05,ALDI 729,153.82,,27589.55
2017-09-05,CHEVRON,57.71,,27531.84
2017-09-06,ALDI 729,103.65,,27428.19
2017-09-06,CHIPOTLE ONLINE,15.43,,27412.76
2017-09-07,PARKING GARAGE,56.56,,27356.20
2017-09-07,CHEVRON,5.35,,27350.85
2017-09-08,ALDI 729,36.33,,27314.52
2017-09-09,MCDONALD'S,43.10,,27271.42
2017-09-09,AMAZON MKTP,49.21,,27222.21
2017-09-10,UBER EATS,65.85,,27156.36
2017-09-10,CITY MEDICAL CLINIC,102.64,,27053.72
2017-09-11,ELECTRIC COMPANY,84.56,,26969.16
2017-09-11,KROGER #1190,29.19,,26939.97
2017-09-11,CHIPOTLE ONLINE,14.46,,26925.51
2017-09-11,STARBUCKS STORE,42.55,,26882.96
2017-09-12,CITY WATER BILL,168.34,,26714.62
2017-09-14,AMC THEATRES,57.07,,26657.55
2017-09-16,ZELLE FROM CLIENT,,1130.16,27787.71
2017-09-17,COSTCO WHSE,135.81,,27651.90
2017-09-17,EZ PASS TOLL,14.29,,27637.61
2017-09-18,PIZZA HUT,81.32,,27556.29
2017-09-18,EZ PASS TOLL,39.54,,27516.75
2017-09-18,APPLE.COM/BILL,36.84,,27479.91
2017-09-19,STARBUCKS STORE,81.23,,27398.68
2017-09-20,CITY WATER BILL,80.97,,27317.71
2017-09-20,CVS/PHARMACY,53.17,,27264.54
2017-09-22,STARBUCKS STORE,43.17,,27221.37
2017-09-25,PIZZA HUT,17.59,,27203.78
2017-09-25,CHEVRON,62.15,,27141.63
2017-09-27,LYFT RIDE,67.94,,27073.69
2017-09-27,STEAM GAMES,55.48,,27018.21
2017-09-28,APPLE.COM/BILL,196.57,,26821.64
2017-09-29,DOORDASH*RESTAURANT,9.96,,26811.68
2017-09-30,METRO TRANSIT,63.68,,26748.00
2017-10-03,ACH CREDIT EMPLOYER PAYROLL,,5658.62,32406.62
2017-10-03,BILL PAY RENT LANDLORD,1395.74,,31010.88
2017-10-03,LOCAL BISTRO,39.54,,30971.34
2017-10-03,PARKING GARAGE,30.00,,30941.34
2017-10-08,DOORDASH*RESTAURANT,55.37,,30885.97
2017-10-08,CHEVRON,40.94,,30845.03
2017-10-08,AMAZON MKTP,196.95,,30648.08
2017-10-09,PARKING GARAGE,71.41,,30576.67
2017-10-10,ELECTRIC COMPANY,71.83,,30504.84
2017-10-10,KROGER #1190,129.61,,30375.23
2017-10-10,METRO TRANSIT,5.93,,30369.30
2017-10-10,CHEVRON,71.89,,30297.41
2017-10-10,AMC THEATRES,22.65,,30274.76
2017-10-11,WALMART SUPERCENTER,19.42,,30255.34
2017-10-11,LOCAL BISTRO,32.98,,30222.36
2017-10-13,NIKE STORE,115.46,,30106.90
2017-10-15,UBER EATS,29.89,,30077.01
2017-10-17,VERIZON WIRELESS,156.46,,29920.55
2017-10-17,HOME DEPOT,70.92,,29849.63
2017-10-18,WHOLE FOODS #4821,115.32,,29734.31
2017-10-21,MCDONALD'S,72.29,,29662.02
2017-10-22,LYFT RIDE,23.93,,29638.09
2017-10-23,AMAZON.COM,196.36,,29441.73
2017-10-24,SHELL OIL,50.86,,29390.87
2017-10-25,AMAZON MKTP,106.16,,29284.71
2017-10-25,PLANET FITNESS,47.95,,29236.76
2017-10-26,GAS UTILITY,110.92,,29125.84
2017-10-27,ALDI 729,37.25,,29088.59
2017-10-27,COSTCO WHSE,151.82,,28936.77
2017-10-27,SHELL OIL,66.85,,28869.92
2017-10-28,LYFT RIDE,9.53,,28860.39
2017-10-28,SHELL OIL,17.41,,28842.98
2017-10-29,FRESH MARKET,98.44,,28744.54
2017-10-29,NETFLIX.COM,58.80,,28685.74
2017-10-30,FRESH MARKET,87.77,,28597.97
2017-10-31,CHEVRON,46.37,,28551.60
2017-11-01,WALMART SUPERCENTER,29.49,,28522.11
2017-11-02,ACH CREDIT EMPLOYER PAYROLL,,5467.77,33989.88
2017-11-03,BILL PAY RENT LANDLORD,1402.29,,32587.59
2017-11-03,STARBUCKS STORE,8.39,,32579.20
2017-11-06,GAS UTILITY,105.14,,32474.06
2017-11-06,BEST BUY,196.57,,32277.49
2017-11-07,WALMART SUPERCENTER,128.93,,32148.56
2017-11-07,MCDONALD'S,67.24,,32081.32
2017-11-07,TARGET.COM,171.16,,31910.16
2017-11-08,CITY WATER BILL,62.64,,31847.52
2017-11-08,EZ PASS TOLL,32.79,,31814.73
2017-11-09,HOME DEPOT,276.16,,31538.57
2017-11-09,STEAM GAMES,29.42,,31509.15
2017-11-09,AMC THEATRES,27.26,,31481.89
2017-11-09,NETFLIX.COM,54.13,,31427.76
2017-11-10,CHIPOTLE ONLINE,38.37,,31389.39
2017-11-11,SHELL OIL,20.49,,31368.90
2017-11-12,VENMO CASHOUT,,981.42,32350.32
2017-11-12,TRADER JOE'S,126.14,,32224.18
2017-11-13,STARBUCKS STORE,30.14,,32194.04
2017-11-13,ETSY.COM,110.35,,32083.69
2017-11-14,EZ PASS TOLL,24.36,,32059.33
2017-11-14,TARGET.COM,117.54,,31941.79
2017-11-15,BEST BUY,158.15,,31783.64
2017-11-16,CHEVRON,5.74,,31777.90
2017-11-17,BEST BUY,231.06,,31546.84
2017-11-18,ALDI 729,58.22,,31488.62
2017-11-18,DOORDASH*RESTAURANT,75.71,,31412.91
2017-11-18,WALGREENS,204.51,,31208.40
2017-11-19,CHEVRON,33.38,,31175.02
2017-11-20,ALDI 729,82.79,,31092.23
2017-11-20,METRO TRANSIT,23.94,,31068.29
2017-11-21,SUSHI HOUSE,55.39,,31012.90
2017-11-21,METRO TRANSIT,49.79,,30963.11
2017-11-21,HOME DEPOT,218.69,,30744.42
2017-11-21,DISNEYPLUS,35.67,,30708.75
2017-11-22,CITY MEDICAL CLINIC,43.34,,30665.41
2017-11-22,ETSY.COM,74.36,,30591.05
2017-11-23,TRADER JOE'S,77.46,,30513.59
2017-11-23,TARGET.COM,147.99,,30365.60
2017-11-24,COSTCO WHSE,31.85,,30333.75
2017-11-24,SUSHI HOUSE,64.06,,30269.69
2017-11-24,CHEVRON,32.48,,30237.21
2017-11-24,HOME DEPOT,264.85,,29972.36
2017-11-24,DENTAL CARE,155.04,,29817.32
2017-11-26,SHELL OIL,41.77,,29775.55
2017-11-26,TARGET.COM,184.52,,29591.03
2017-11-29,SHELL OIL,30.23,,29560.80
2017-11-30,BEST BUY,67.05,,29493.75
2017-12-01,ACH CREDIT EMPLOYER PAYROLL,,5487.22,34980.97
2017-12-01,TRADER JOE'S,144.68,,34836.29
2017-12-02,CHIPOTLE ONLINE,22.13,,34814.16
2017-12-03,BILL PAY RENT LANDLORD,1414.25,,33399.91
2017-12-03,CHEVRON,38.14,,33361.77
2017-12-04,MCDONALD'S,74.05,,33287.72
2017-12-04,DENTAL CARE,183.18,,33104.54
2017-12-05,ALDI 729,137.42,,32967.12
2017-12-05,NETFLIX.COM,24.58,,32942.54
2017-12-06,SHELL OIL,4.42,,32938.12
2017-12-06,METRO TRANSIT,18.60,,32919.52
2017-12-06,AMAZON.COM,172.61,,32746.91
2017-12-07,SHELL OIL,37.55,,32709.36
2017-12-09,FRESH MARKET,30.90,,32678.46
2017-12-09,DOORDASH*RESTAURANT,73.76,,32604.70
2017-12-09,SUSHI HOUSE,13.87,,32590.83
2017-12-09,IKEA,33.06,,32557.77
2017-12-10,WHOLE FOODS #4821,128.72,,32429.05
2017-12-10,CHEVRON,63.62,,32365.43
2017-12-11,DISNEYPLUS,36.66,,32328.77
2017-12-12,WALGREENS,91.07,,32237.70
2017-12-13,ALDI 729,58.01,,32179.69
2017-12-13,IKEA,177.96,,32001.73
2017-12-14,DOORDASH*RESTAURANT,69.16,,31932.57
2017-12-16,SPOTIFY USA,59.64,,31872.93
2017-12-17,DOORDASH*RESTAURANT,61.85,,31811.08
2017-12-17,CHEVRON,18.46,,31792.62
2017-12-18,ACH CREDIT YEAR END BONUS,,2367.56,34160.18
2017-12-18,COSTCO WHSE,54.58,,34105.60
2017-12-18,ALDI 729,82.72,,34022.88
2017-12-19,CHEVRON,39.47,,33983.41
2017-12-19,STEAM GAMES,41.23,,33942.18
2017-12-20,METRO TRANSIT,69.55,,33872.63
2017-12-21,IKEA,126.61,,33746.02
2017-12-24,COMCAST CABLE,91.39,,33654.63
2017-12-24,GAS UTILITY,182.11,,33472.52
2017-12-24,STARBUCKS STORE,37.84,,33434.68
2017-12-27,TICKETMASTER,34.49,,33400.19
2017-12-28,TRADER JOE'S,112.84,,33287.35
2017-12-28,PARKING GARAGE,43.90,,33243.45
2017-12-30,SUSHI HOUSE,84.81,,33158.64
2017-12-31,MCDONALD'S,7.94,,33150.70
2018-01-01,PIZZA HUT,49.89,,33100.81
2018-01-02,DENTAL CARE,169.01,,32931.80
2018-01-03,ACH CREDIT EMPLOYER PAYROLL,,5763.50,38695.30
2018-01-03,BILL PAY RENT LANDLORD,1438.68,,37256.62
2018-01-03,PARKING GARAGE,62.54,,37194.08
2018-01-03,EZ PASS TOLL,33.04,,37161.04
2018-01-03,NIKE STORE,118.87,,37042.17
2018-01-04,MCDONALD'S,80.90,,36961.27
2018-01-05,GAS UTILITY,125.14,,36836.13
2018-01-05,LYFT RIDE,48.48,,36787.65
2018-01-06,UBER EATS,24.35,,36763.30
2018-01-06,STEAM GAMES,40.85,,36722.45
2018-01-07,DOORDASH*RESTAURANT,52.29,,36670.16
2018-01-08,KROGER #1190,86.21,,36583.95
2018-01-08,IKEA,135.23,,36448.72
2018-01-08,WALGREENS,32.10,,36416.62
2018-01-11,ALDI 729,80.79,,36335.83
2018-01-11,UBER TRIP,38.93,,36296.90
2018-01-12,SHELL OIL,57.16,,36239.74
2018-01-14,WALMART SUPERCENTER,140.31,,36099.43
2018-01-15,LOCAL BISTRO,18.44,,36080.99
2018-01-15,STEAM GAMES,60.79,,36020.20
2018-01-15,INSURANCE ANNUAL PREMIUM,950.77,,35069.43
2018-01-18,UBER TRIP,66.63,,35002.80
2018-01-18,SHELL OIL,63.30,,34939.50
2018-01-19,PLANET FITNESS,14.72,,34924.78
2018-01-20,NIKE STORE,197.32,,34727.46
2018-01-21,ELECTRIC COMPANY,128.85,,34598.61
2018-01-25,COSTCO WHSE,23.64,,34574.97
2018-01-25,AMC THEATRES,29.47,,34545.50
2018-01-26,KROGER #1190,126.96,,34418.54
2018-01-26,ATM WITHDRAWAL,47.91,,34370.63
2018-01-27,MCDONALD'S,54.45,,34316.18
2018-01-27,METRO TRANSIT,30.97,,34285.21
2018-01-27,UBER TRIP,19.33,,34265.88
2018-01-28,TRADER JOE'S,150.07,,34115.81
2018-01-28,SUSHI HOUSE,49.27,,34066.54
2018-01-28,EZ PASS TOLL,11.63,,34054.91
2018-01-29,NETFLIX.COM,42.30,,34012.61
2018-01-31,WALMART SUPERCENTER,114.36,,33898.25
2018-01-31,STARBUCKS STORE,51.77,,33846.48
2018-01-31,TICKETMASTER,29.94,,33816.54
2018-02-01,PLANET FITNESS,118.27,,33698.27
2018-02-02,UBER TRIP,19.73,,33678.54
2018-02-02,APPLE.COM/BILL,183.98,,33494.56
2018-02-03,ACH CREDIT EMPLOYER PAYROLL,,5686.76,39181.32
2018-02-03,BILL PAY RENT LANDLORD,1453.05,,37728.27
2018-02-03,DOORDASH*RESTAURANT,49.66,,37678.61
2018-02-03,EZ PASS TOLL,54.24,,37624.37
2018-02-03,CHEVRON,30.08,,37594.29
2018-02-04,TRADER JOE'S,22.41,,37571.88
2018-02-04,PARKING GARAGE,39.21,,37532.67
2018-02-04,STEAM GAMES,64.46,,37468.21
2018-02-05,SHELL OIL,58.46,,37409.75
2018-02-06,KROGER #1190,113.10,,37296.65
2018-02-06,MCDONALD'S,72.68,,37223.97
2018-02-07,WALMART SUPERCENTER,39.86,,37184.11
2018-02-07,LOCAL BISTRO,62.80,,37121.31
2018-02-08,MCDONALD'S,68.01,,37053.30
2018-02-08,SUSHI HOUSE,15.88,,37037.42
2018-02-10,SHELL OIL,52.07,,36985.35
2018-02-13,AMAZON MKTP,196.22,,36789.13
2018-02-15,MCDONALD'S,40.24,,36748.89
2018-02-16,WALMART SUPERCENTER,25.68,,36723.21
2018-02-18,DISNEYPLUS,61.17,,36662.04
2018-02-19,ELECTRIC COMPANY,169.94,,36492.10
2018-02-19,STARBUCKS STORE,44.62,,36447.48
2018-02-20,ELECTRIC COMPANY,119.31,,36328.17
2018-02-20,VERIZON WIRELESS,43.73,,36284.44
2018-02-20,TRADER JOE'S,159.77,,36124.67
2018-02-20,IKEA,40.59,,36084.08
2018-02-20,CVS/PHARMACY,30.00,,36054.08
2018-02-22,METRO TRANSIT,36.78,,36017.30
2018-02-23,KROGER #1190,159.82,,35857.48
2018-02-24,FRESH MARKET,55.22,,35802.26
2018-02-25,LYFT RIDE,47.11,,35755.15
2018-02-27,HOME DEPOT,138.48,,35616.67
2018-02-28,LYFT RIDE,30.86,,35585.81
2018-02-28,PARKING GARAGE,5.77,,35580.04
2018-03-01,LYFT RIDE,20.67,,35559.37
2018-03-01,SHELL OIL,16.35,,35543.02
2018-03-02,CVS/PHARMACY,112.64,,35430.38
2018-03-03,ACH CREDIT EMPLOYER PAYROLL,,5714.04,41144.42
2018-03-03,BILL PAY RENT LANDLORD,1443.93,,39700.49
2018-03-04,CITY MEDICAL CLINIC,139.59,,39560.90
2018-03-05,PARKING GARAGE,27.36,,39533.54
2018-03-07,WHOLE FOODS #4821,18.33,,39515.21
2018-03-07,DISNEYPLUS,18.40,,39496.81
2018-03-08,WALMART SUPERCENTER,70.09,,39426.72
2018-03-08,LYFT RIDE,10.75,,39415.97
2018-03-09,LOCAL BISTRO,6.14,,39409.83
2018-03-10,EZ PASS TOLL,59.39,,39350.44
2018-03-13,KROGER #1190,107.60,,39242.84
2018-03-13,LOCAL BISTRO,59.92,,39182.92
2018-03-14,PIZZA HUT,63.46,,39119.46
2018-03-14,EZ PASS TOLL,49.99,,39069.47
2018-03-15,ELECTRIC COMPANY,73.54,,38995.93
2018-03-15,EZ PASS TOLL,46.39,,38949.54
2018-03-16,IKEA,267.31,,38682.23
2018-03-16,ZELLE TO FRIEND,251.09,,38431.14
2018-03-17,COMCAST CABLE,90.15,,38340.99
2018-03-17,SUSHI HOUSE,71.18,,38269.81
2018-03-18,ALDI 729,26.87,,38242.94
2018-03-18,EZ PASS TOLL,53.75,,38189.19
2018-03-18,APPLE.COM/BILL,235.51,,37953.68
2018-03-19,WALMART SUPERCENTER,45.32,,37908.36
2018-03-20,LOCAL BISTRO,32.53,,37875.83
2018-03-20,METRO TRANSIT,16.33,,37859.50
2018-03-20,NETFLIX.COM,34.31,,37825.19
2018-03-21,LYFT RIDE,63.68,,37761.51
2018-03-22,DOORDASH*RESTAURANT,12.92,,37748.59
2018-03-23,EZ PASS TOLL,20.73,,37727.86
2018-03-24,UBER EATS,41.77,,37686.09
2018-03-29,PARKING GARAGE,11.31,,37674.78
2018-03-29,LYFT RIDE,61.14,,37613.64
2018-03-30,IKEA,119.77,,37493.87
2018-03-31,FRESH MARKET,71.74,,37422.13
2018-04-01,ACH CREDIT EMPLOYER PAYROLL,,5901.24,43323.37
2018-04-01,FRESH MARKET,120.92,,43202.45
2018-04-01,SHELL OIL,34.83,,43167.62
2018-04-01,EZ PASS TOLL,71.29,,43096.33
2018-04-03,BILL PAY RENT LANDLORD,1425.15,,41671.18
2018-04-03,EZ PASS TOLL,23.37,,41647.81
2018-04-05,GAS UTILITY,166.84,,41480.97
2018-04-05,MCDONALD'S,35.31,,41445.66
2018-04-05,SUSHI HOUSE,59.79,,41385.87
2018-04-07,FRESH MARKET,38.61,,41347.26
2018-04-08,WHOLE FOODS #4821,45.41,,41301.85
2018-04-08,DOORDASH*RESTAURANT,30.66,,41271.19
2018-04-08,PIZZA HUT,31.48,,41239.71
2018-04-10,TARGET.COM,33.20,,41206.51
2018-04-10,AMC THEATRES,25.62,,41180.89
2018-04-11,PAYPAL TRANSFER,,725.34,41906.23
2018-04-11,LYFT RIDE,20.03,,41886.20
2018-04-13,IRS USATAXPYMT,776.61,,41109.59
2018-04-14,EZ PASS TOLL,68.46,,41041.13
2018-04-16,SHELL OIL,67.20,,40973.93
2018-04-18,MCDONALD'S,36.60,,40937.33
2018-04-19,SHELL OIL,24.30,,40913.03
2018-04-21,PIZZA HUT,72.45,,40840.58
2018-04-21,AMAZON MKTP,143.17,,40697.41
2018-04-21,TARGET.COM,29.04,,40668.37
2018-04-22,PIZZA HUT,58.77,,40609.60
2018-04-22,SHELL OIL,18.33,,40591.27
2018-04-22,AMAZON.COM,130.31,,40460.96
2018-04-22,ZELLE TO FRIEND,130.41,,40330.55
2018-04-23,VERIZON WIRELESS,37.68,,40292.87
2018-04-23,WHOLE FOODS #4821,65.70,,40227.17
2018-04-23,AMAZON MKTP,173.79,,40053.38
2018-04-24,SHELL OIL,64.97,,39988.41
2018-04-25,LOCAL BISTRO,16.53,,39971.88
2018-04-27,TRADER JOE'S,79.03,,39892.85
2018-04-27,DENTAL CARE,20.73,,39872.12
2018-04-28,TRADER JOE'S,97.44,,39774.68
2018-04-28,SUSHI HOUSE,58.21,,39716.47
2018-04-29,COSTCO WHSE,47.10,,39669.37
2018-04-29,SHELL OIL,28.71,,39640.66
2018-04-29,CVS/PHARMACY,58.80,,39581.86
2018-04-29,TICKETMASTER,44.78,,39537.08
2018-04-30,WALMART SUPERCENTER,136.87,,39400.21
2018-04-30,PARKING GARAGE,20.11,,39380.10
2018-04-30,METRO TRANSIT,68.61,,39311.49
2018-05-01,CHEVRON,70.56,,39240.93
2018-05-02,ACH CREDIT EMPLOYER PAYROLL,,5600.15,44841.08
2018-05-02,TRADER JOE'S,118.39,,44722.69
2018-05-02,AMC THEATRES,56.76,,44665.93
2018-05-03,BILL PAY RENT LANDLORD,1426.54,,43239.39
2018-05-03,ALDI 729,88.55,,43150.84
2018-05-03,SHELL OIL,66.91,,43083.93
2018-05-03,NETFLIX.COM,46.80,,43037.13
2018-05-04,UBER EATS,17.17,,43019.96
2018-05-05,METRO TRANSIT,52.46,,42967.50
2018-05-06,GAS UTILITY,82.52,,42884.98
2018-05-06,VERIZON WIRELESS,79.31,,42805.67
2018-05-06,NIKE STORE,19.58,,42786.09
2018-05-07,CHEVRON,71.51,,42714.58
2018-05-07,SPOTIFY USA,36.14,,42678.44
2018-05-08,LOCAL BISTRO,21.59,,42656.85
2018-05-10,NIKE STORE,62.10,,42594.75
2018-05-13,IKEA,170.98,,42423.77
2018-05-14,MCDONALD'S,18.21,,42405.56
2018-05-15,ELECTRIC COMPANY,65.74,,42339.82
2018-05-16,AMAZON MKTP,261.50,,42078.32
2018-05-17,FRESH MARKET,143.65,,41934.67
2018-05-18,BEST BUY,68.12,,41866.55
2018-05-19,SHELL OIL,51.20,,41815.35
2018-05-21,KROGER #1190,151.57,,41663.78
2018-05-21,PARKING GARAGE,15.65,,41648.13
2018-05-21,EZ PASS TOLL,7.26,,41640.87
2018-05-21,BEST BUY,71.59,,41569.28
2018-05-21,AMAZON MKTP,250.78,,41318.50
2018-05-21,NETFLIX.COM,33.03,,41285.47
2018-05-22,WHOLE FOODS #4821,62.65,,41222.82
2018-05-23,KROGER #1190,55.94,,41166.88
2018-05-24,ALDI 729,102.03,,41064.85
2018-05-25,MCDONALD'S,54.58,,41010.27
2018-05-25,CHIPOTLE ONLINE,28.10,,40982.17
2018-05-25,METRO TRANSIT,43.79,,40938.38
2018-05-25,PLANET FITNESS,100.46,,40837.92
2018-05-26,METRO TRANSIT,21.23,,40816.69
2018-05-28,FRESH MARKET,45.10,,40771.59
2018-05-28,FRESH MARKET,144.70,,40626.89
2018-05-28,CHIPOTLE ONLINE,13.48,,40613.41
2018-05-29,CITY MEDICAL CLINIC,47.35,,40566.06
2018-05-30,WHOLE FOODS #4821,116.60,,40449.46
2018-05-31,SUSHI HOUSE,46.81,,40402.65
2018-05-31,PARKING GARAGE,58.66,,40343.99
2018-06-01,ACH CREDIT EMPLOYER PAYROLL,,5672.23,46016.22
2018-06-03,BILL PAY RENT LANDLORD,1434.71,,44581.51
2018-06-03,EZ PASS TOLL,39.77,,44541.74
2018-06-03,NETFLIX.COM,57.76,,44483.98
2018-06-05,VERIZON WIRELESS,170.50,,44313.48
2018-06-05,EZ PASS TOLL,37.25,,44276.23
2018-06-06,AMC THEATRES,58.34,,44217.89
2018-06-07,LOCAL BISTRO,63.52,,44154.37
2018-06-08,PARKING GARAGE,58.82,,44095.55
2018-06-09,WHOLE FOODS #4821,111.69,,43983.86
2018-06-10,EZ PASS TOLL,49.96,,43933.90
2018-06-10,METRO TRANSIT,22.30,,43911.60
2018-06-12,TRADER JOE'S,21.94,,43889.66
2018-06-12,TARGET.COM,84.25,,43805.41
2018-06-14,DOORDASH*RESTAURANT,73.87,,43731.54
2018-06-14,LOCAL BISTRO,51.14,,43680.40
2018-06-14,DISNEYPLUS,42.59,,43637.81
2018-06-16,COSTCO WHSE,140.85,,43496.96
2018-06-16,DOORDASH*RESTAURANT,34.27,,43462.69
2018-06-16,HOME DEPOT,183.48,,43279.21
2018-06-18,EZ PASS TOLL,11.56,,43267.65
2018-06-20,COSTCO WHSE,48.58,,43219.07
2018-06-20,LOCAL BISTRO,66.35,,43152.72
2018-06-21,TRADER JOE'S,155.21,,42997.51
2018-06-22,UBER TRIP,64.74,,42932.77
2018-06-22,AMAZON MKTP,62.33,,42870.44
2018-06-24,PARKING GARAGE,4.23,,42866.21
2018-06-24,NIKE STORE,71.44,,42794.77
2018-06-24,DENTAL CARE,29.75,,42765.02
2018-06-24,NETFLIX.COM,39.79,,42725.23
2018-06-25,KROGER #1190,36.79,,42688.44
2018-06-25,PARKING GARAGE,69.21,,42619.23
2018-06-25,PARKING GARAGE,16.85,,42602.38
2018-06-26,COMCAST CABLE,190.71,,42411.67
2018-06-26,SHELL OIL,20.25,,42391.42
2018-06-26,EZ PASS TOLL,48.81,,42342.61
2018-06-26,ATM WITHDRAWAL,118.81,,42223.80
2018-06-28,APPLE.COM/BILL,135.11,,42088.69
2018-07-01,ACH CREDIT EMPLOYER PAYROLL,,5854.74,47943.43
2018-07-02,DISNEYPLUS,51.64,,47891.79
2018-07-03,BILL PAY RENT LANDLORD,1427.92,,46463.87
2018-07-03,LYFT RIDE,20.37,,46443.50
2018-07-04,SUSHI HOUSE,79.92,,46363.58
2018-07-04,SPOTIFY USA,34.06,,46329.52
2018-07-05,VERIZON WIRELESS,79.23,,46250.29
2018-07-05,SHELL OIL,69.68,,46180.61
2018-07-05,ZELLE TO FRIEND,237.63,,45942.98
2018-07-06,ELECTRIC COMPANY,50.55,,45892.43
2018-07-06,UBER TRIP,22.17,,45870.26
2018-07-07,TRADER JOE'S,95.98,,45774.28
2018-07-08,SUSHI HOUSE,10.07,,45764.21
2018-07-09,PARKING GARAGE,10.74,,45753.47
2018-07-10,COMCAST CABLE,105.34,,45648.13
2018-07-10,ALDI 729,93.99,,45554.14
2018-07-10,STEAM GAMES,26.61,,45527.53
2018-07-12,PIZZA HUT,10.56,,45516.97
2018-07-13,WHOLE FOODS #4821,83.69,,45433.28
2018-07-15,TRADER JOE'S,48.45,,45384.83
2018-07-15,TRADER JOE'S,114.81,,45270.02
2018-07-15,MCDONALD'S,6.03,,45263.99
2018-07-15,UBER TRIP,47.93,,45216.06
2018-07-15,AIRLINE TICKET,284.07,,44931.99
2018-07-16,IKEA,25.07,,44906.92
2018-07-17,STARBUCKS STORE,8.85,,44898.07
2018-07-18,GAS UTILITY,39.36,,44858.71
2018-07-19,WALGREENS,195.16,,44663.55
2018-07-21,DOORDASH*RESTAURANT,50.36,,44613.19
2018-07-22,CHEVRON,61.79,,44551.40
2018-07-22,CITY MEDICAL CLINIC,115.44,,44435.96
2018-07-23,COSTCO WHSE,57.63,,44378.33
2018-07-23,NIKE STORE,255.30,,44123.03
2018-07-24,CHIPOTLE ONLINE,29.60,,44093.43
2018-07-25,PARKING GARAGE,20.94,,44072.49
2018-07-25,EZ PASS TOLL,16.61,,44055.88
2018-07-28,WALMART SUPERCENTER,92.63,,43963.25
2018-07-28,METRO TRANSIT,48.67,,43914.58
2018-07-28,DISNEYPLUS,48.76,,43865.82
2018-07-29,WALMART SUPERCENTER,84.46,,43781.36
2018-07-29,AMAZON MKTP,141.03,,43640.33
2018-07-30,WALGREENS,133.57,,43506.76
2018-07-31,SHELL OIL,48.23,,43458.53
2018-08-01,ACH CREDIT EMPLOYER PAYROLL,,5688.92,49147.45
2018-08-01,ALDI 729,60.00,,49087.45
2018-08-01,APPLE.COM/BILL,260.04,,48827.41
2018-08-03,BILL PAY RENT LANDLORD,1456.14,,47371.27
2018-08-03,TRADER JOE'S,33.08,,47338.19
2018-08-03,HOME DEPOT,86.46,,47251.73
2018-08-05,TRADER JOE'S,99.35,,47152.38
2018-08-06,ALDI 729,126.12,,47026.26
2018-08-06,EZ PASS TOLL,53.10,,46973.16
2018-08-06,DENTAL CARE,110.94,,46862.22
2018-08-08,DISNEYPLUS,47.52,,46814.70
2018-08-09,LYFT RIDE,10.36,,46804.34
